expiry,entry_date,entry_clock,sigma,adjustment,trigger_fraction,spot,vix,expected_move,ce_strike,pe_strike,lot,adjustments,costs,net_pnl,entry_offset,cell_id
2025-09-02,2025-08-28,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24522.1,12.19,716.7718098398708,25250.0,23800.0,75,0,49.4647190725,1476.7852809275,-3,AD30_03_093000_S2_REDUCE_AT_75PCT
2025-09-02,2025-08-28,10:00:00,1.0,NONE,,24590.0,12.19,358.66401698842685,24950.0,24200.0,75,0,52.52011251249999,3633.7298874875,-3,AD30_03_100000_S1_NONE
2025-09-02,2025-08-28,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24590.0,12.19,358.66401698842685,24950.0,24200.0,75,2,53.3102716975,1855.4397283025,-3,AD30_03_100000_S1_REDUCE_AT_50PCT
2025-09-02,2025-08-28,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24590.0,12.19,358.66401698842685,24950.0,24200.0,75,0,52.52011251249999,3633.7298874875,-3,AD30_03_100000_S1_REDUCE_AT_75PCT
2025-09-02,2025-08-28,10:00:00,2.0,NONE,,24590.0,12.19,717.3280339768537,25350.0,23850.0,75,0,48.9024418075,1079.8475581925,-3,AD30_03_100000_S2_NONE
2025-09-02,2025-08-28,10:00:00,2.0,REDUCE_AT_50PCT,0.5,24590.0,12.19,717.3280339768537,25350.0,23850.0,75,0,48.9024418075,1079.8475581925,-3,AD30_03_100000_S2_REDUCE_AT_50PCT
2025-09-02,2025-08-28,10:00:00,2.0,REDUCE_AT_75PCT,0.75,24590.0,12.19,717.3280339768537,25350.0,23850.0,75,0,48.9024418075,1079.8475581925,-3,AD30_03_100000_S2_REDUCE_AT_75PCT
2025-09-09,2025-09-05,09:30:00,1.0,NONE,,24791.4,10.85,290.13581554156906,25100.0,24500.0,75,0,49.745857705000006,1675.254142295,-2,AD30_02_093000_S1_NONE
2025-09-09,2025-09-05,09:30:00,1.0,REDUCE_AT_50PCT,0.5,24791.4,10.85,290.13581554156906,25100.0,24500.0,75,1,51.372852144999996,-1986.372852145,-2,AD30_02_093000_S1_REDUCE_AT_50PCT
2025-09-09,2025-09-05,09:30:00,1.0,REDUCE_AT_75PCT,0.75,24791.4,10.85,290.13581554156906,25100.0,24500.0,75,0,49.745857705000006,1675.254142295,-2,AD30_02_093000_S1_REDUCE_AT_75PCT
2025-09-09,2025-09-05,09:30:00,2.0,NONE,,24791.4,10.85,580.2716310831381,25400.0,24200.0,75,0,47.80804729,312.19195270999995,-2,AD30_02_093000_S2_NONE
2025-09-09,2025-09-05,09:30:00,2.0,REDUCE_AT_50PCT,0.5,24791.4,10.85,580.2716310831381,25400.0,24200.0,75,0,47.80804729,312.19195270999995,-2,AD30_02_093000_S2_REDUCE_AT_50PCT
2025-09-09,2025-09-05,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24791.4,10.85,580.2716310831381,25400.0,24200.0,75,0,47.80804729,312.19195270999995,-2,AD30_02_093000_S2_REDUCE_AT_75PCT
2025-09-09,2025-09-05,10:00:00,1.0,NONE,,24789.4,10.85,289.3998931720858,25100.0,24500.0,75,0,49.538982107500004,1529.2110178925,-2,AD30_02_100000_S1_NONE
2025-09-09,2025-09-05,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24789.4,10.85,289.3998931720858,25100.0,24500.0,75,1,51.165976547499994,-2132.4159765475,-2,AD30_02_100000_S1_REDUCE_AT_50PCT
2025-09-09,2025-09-05,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24789.4,10.85,289.3998931720858,25100.0,24500.0,75,0,49.538982107500004,1529.2110178925,-2,AD30_02_100000_S1_REDUCE_AT_75PCT
2025-09-09,2025-09-05,10:00:00,2.0,NONE,,24789.4,10.85,578.7997863441716,25400.0,24200.0,75,0,47.797438285,304.702561715,-2,AD30_02_100000_S2_NONE
2025-09-09,2025-09-05,10:00:00,2.0,REDUCE_AT_50PCT,0.5,24789.4,10.85,578.7997863441716,25400.0,24200.0,75,0,47.797438285,304.702561715,-2,AD30_02_100000_S2_REDUCE_AT_50PCT
2025-09-09,2025-09-05,10:00:00,2.0,REDUCE_AT_75PCT,0.75,24789.4,10.85,578.7997863441716,25400.0,24200.0,75,0,47.797438285,304.702561715,-2,AD30_02_100000_S2_REDUCE_AT_75PCT
2025-09-09,2025-09-04,09:30:00,1.0,NONE,,24905.15,10.93,326.3614693716918,25250.0,24550.0,75,0,50.75204617749999,2390.4979538225,-3,AD30_03_093000_S1_NONE
2025-09-09,2025-09-04,09:30:00,1.0,REDUCE_AT_50PCT,0.5,24905.15,10.93,326.3614693716918,25250.0,24550.0,75,1,51.9322839475,-265.6822839475004,-3,AD30_03_093000_S1_REDUCE_AT_50PCT
2025-09-09,2025-09-04,09:30:00,1.0,REDUCE_AT_75PCT,0.75,24905.15,10.93,326.3614693716918,25250.0,24550.0,75,1,52.84580131749999,-2321.5958013175,-3,AD30_03_093000_S1_REDUCE_AT_75PCT
2025-09-09,2025-09-04,09:30:00,2.0,NONE,,24905.15,10.93,652.7229387433836,25600.0,24250.0,75,0,48.276510512499996,637.9734894875,-3,AD30_03_093000_S2_NONE
2025-09-09,2025-09-04,09:30:00,2.0,REDUCE_AT_50PCT,0.5,24905.15,10.93,652.7229387433836,25600.0,24250.0,75,0,48.276510512499996,637.9734894875,-3,AD30_03_093000_S2_REDUCE_AT_50PCT
2025-09-09,2025-09-04,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24905.15,10.93,652.7229387433836,25600.0,24250.0,75,0,48.276510512499996,637.9734894875,-3,AD30_03_093000_S2_REDUCE_AT_75PCT
2025-09-09,2025-09-04,10:00:00,1.0,NONE,,24911.6,10.93,325.7972076422658,25250.0,24550.0,75,0,50.56108408749999,2255.6889159125,-3,AD30_03_100000_S1_NONE
2025-09-09,2025-09-04,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24911.6,10.93,325.7972076422658,25250.0,24550.0,75,1,51.7413218575,-400.49132185750045,-3,AD30_03_100000_S1_REDUCE_AT_50PCT
2025-09-09,2025-09-04,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24911.6,10.93,325.7972076422658,25250.0,24550.0,75,1,52.65483922749999,-2456.4048392275,-3,AD30_03_100000_S1_REDUCE_AT_75PCT
2025-09-09,2025-09-04,10:00:00,2.0,NONE,,24911.6,10.93,651.5944152845316,25600.0,24250.0,75,0,48.26590150749999,630.4840984925,-3,AD30_03_100000_S2_NONE
2025-09-09,2025-09-04,10:00:00,2.0,REDUCE_AT_50PCT,0.5,24911.6,10.93,651.5944152845316,25600.0,24250.0,75,0,48.26590150749999,630.4840984925,-3,AD30_03_100000_S2_REDUCE_AT_50PCT
2025-09-09,2025-09-04,10:00:00,2.0,REDUCE_AT_75PCT,0.75,24911.6,10.93,651.5944152845316,25600.0,24250.0,75,0,48.26590150749999,630.4840984925,-3,AD30_03_100000_S2_REDUCE_AT_75PCT
2025-09-16,2025-09-12,09:30:00,1.0,NONE,,25052.8,10.36,279.95393689351005,25350.0,24750.0,75,0,49.28967048999999,1353.21032951,-2,AD30_02_093000_S1_NONE
2025-09-16,2025-09-12,09:30:00,1.0,REDUCE_AT_50PCT,0.5,25052.8,10.36,279.95393689351005,25350.0,24750.0,75,1,49.308007517499995,1311.9419924825,-2,AD30_02_093000_S1_REDUCE_AT_50PCT
2025-09-16,2025-09-12,09:30:00,1.0,REDUCE_AT_75PCT,0.75,25052.8,10.36,279.95393689351005,25350.0,24750.0,75,0,49.28967048999999,1353.21032951,-2,AD30_02_093000_S1_REDUCE_AT_75PCT
2025-09-16,2025-09-12,09:30:00,2.0,NONE,,25052.8,10.36,559.9078737870201,25650.0,24450.0,75,0,47.72317524999999,252.27682475,-2,AD30_02_093000_S2_NONE
2025-09-16,2025-09-12,09:30:00,2.0,REDUCE_AT_50PCT,0.5,25052.8,10.36,559.9078737870201,25650.0,24450.0,75,0,47.72317524999999,252.27682475,-2,AD30_02_093000_S2_REDUCE_AT_50PCT
2025-09-16,2025-09-12,09:30:00,2.0,REDUCE_AT_75PCT,0.75,25052.8,10.36,559.9078737870201,25650.0,24450.0,75,0,47.72317524999999,252.27682475,-2,AD30_02_093000_S2_REDUCE_AT_75PCT
2025-09-16,2025-09-12,10:00:00,1.0,NONE,,25062.85,10.36,279.3783983796991,25350.0,24750.0,75,0,49.093403897499996,1214.6565961025,-2,AD30_02_100000_S1_NONE
2025-09-16,2025-09-12,10:00:00,1.0,REDUCE_AT_50PCT,0.5,25062.85,10.36,279.3783983796991,25350.0,24750.0,75,1,49.11174092499999,1173.388259075,-2,AD30_02_100000_S1_REDUCE_AT_50PCT
2025-09-16,2025-09-12,10:00:00,1.0,REDUCE_AT_75PCT,0.75,25062.85,10.36,279.3783983796991,25350.0,24750.0,75,0,49.093403897499996,1214.6565961025,-2,AD30_02_100000_S1_REDUCE_AT_75PCT
2025-09-16,2025-09-12,10:00:00,2.0,NONE,,25062.85,10.36,558.7567967593982,25650.0,24500.0,75,0,47.77622027499999,289.723779725,-2,AD30_02_100000_S2_NONE
2025-09-16,2025-09-12,10:00:00,2.0,REDUCE_AT_50PCT,0.5,25062.85,10.36,558.7567967593982,25650.0,24500.0,75,0,47.77622027499999,289.723779725,-2,AD30_02_100000_S2_REDUCE_AT_50PCT
2025-09-16,2025-09-12,10:00:00,2.0,REDUCE_AT_75PCT,0.75,25062.85,10.36,558.7567967593982,25650.0,24500.0,75,0,47.77622027499999,289.723779725,-2,AD30_02_100000_S2_REDUCE_AT_75PCT
2025-09-16,2025-09-11,09:30:00,1.0,NONE,,24980.15,10.54,315.66411146572733,25300.0,24650.0,75,0,50.8332807175,2442.9167192825,-3,AD30_03_093000_S1_NONE
2025-09-16,2025-09-11,09:30:00,1.0,REDUCE_AT_50PCT,0.5,24980.15,10.54,315.66411146572733,25300.0,24650.0,75,1,51.3233794525,1339.9266205475,-3,AD30_03_093000_S1_REDUCE_AT_50PCT
2025-09-16,2025-09-11,09:30:00,1.0,REDUCE_AT_75PCT,0.75,24980.15,10.54,315.66411146572733,25300.0,24650.0,75,1,50.878289785,2341.621710215,-3,AD30_03_093000_S1_REDUCE_AT_75PCT
2025-09-16,2025-09-11,09:30:00,2.0,NONE,,24980.15,10.54,631.3282229314547,25650.0,24300.0,75,0,48.078576917499994,503.1714230825,-3,AD30_03_093000_S2_NONE
2025-09-16,2025-09-11,09:30:00,2.0,REDUCE_AT_50PCT,0.5,24980.15,10.54,631.3282229314547,25650.0,24300.0,75,0,48.078576917499994,503.1714230825,-3,AD30_03_093000_S2_REDUCE_AT_50PCT
2025-09-16,2025-09-11,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24980.15,10.54,631.3282229314547,25650.0,24300.0,75,0,48.078576917499994,503.1714230825,-3,AD30_03_093000_S2_REDUCE_AT_75PCT
2025-09-16,2025-09-11,10:00:00,1.0,NONE,,24984.55,10.54,315.09224639938145,25300.0,24650.0,75,0,50.69536365249999,2345.5546363475,-3,AD30_03_100000_S1_NONE
2025-09-16,2025-09-11,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24984.55,10.54,315.09224639938145,25300.0,24650.0,75,1,51.185462387499996,1242.5645376125,-3,AD30_03_100000_S1_REDUCE_AT_50PCT
2025-09-16,2025-09-11,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24984.55,10.54,315.09224639938145,25300.0,24650.0,75,1,50.740372719999996,2244.25962728,-3,AD30_03_100000_S1_REDUCE_AT_75PCT
2025-09-23,2025-09-19,09:30:00,1.0,NONE,,25361.4,9.89,270.5453462058258,25650.0,25050.0,75,0,49.07051888499999,1203.429481115,-2,AD30_02_093000_S1_NONE
2025-09-23,2025-09-19,09:30:00,1.0,REDUCE_AT_50PCT,0.5,25361.4,9.89,270.5453462058258,25650.0,25050.0,75,1,49.38224835249999,501.86775164750003,-2,AD30_02_093000_S1_REDUCE_AT_50PCT
2025-09-23,2025-09-19,09:30:00,1.0,REDUCE_AT_75PCT,0.75,25361.4,9.89,270.5453462058258,25650.0,25050.0,75,1,49.2688921825,756.9811078175001,-2,AD30_02_093000_S1_REDUCE_AT_75PCT
2025-09-23,2025-09-19,09:30:00,2.0,NONE,,25361.4,9.89,541.0906924116516,25950.0,24800.0,75,0,47.802742787499994,308.4472572125,-2,AD30_02_093000_S2_NONE
2025-09-23,2025-09-19,09:30:00,2.0,REDUCE_AT_50PCT,0.5,25361.4,9.89,541.0906924116516,25950.0,24800.0,75,0,47.802742787499994,308.4472572125,-2,AD30_02_093000_S2_REDUCE_AT_50PCT
2025-09-23,2025-09-19,09:30:00,2.0,REDUCE_AT_75PCT,0.75,25361.4,9.89,541.0906924116516,25950.0,24800.0,75,0,47.802742787499994,308.4472572125,-2,AD30_02_093000_S2_REDUCE_AT_75PCT
2025-09-23,2025-09-19,10:00:00,1.0,NONE,,25299.6,9.89,269.2232479917271,25600.0,25000.0,75,0,49.68584117499999,1637.814158825,-2,AD30_02_100000_S1_NONE
2025-09-23,2025-09-19,10:00:00,1.0,REDUCE_AT_50PCT,0.5,25299.6,9.89,269.2232479917271,25600.0,25000.0,75,1,49.832537394999996,1307.667462605,-2,AD30_02_100000_S1_REDUCE_AT_50PCT
2025-09-23,2025-09-19,10:00:00,1.0,REDUCE_AT_75PCT,0.75,25299.6,9.89,269.2232479917271,25600.0,25000.0,75,0,49.68584117499999,1637.814158825,-2,AD30_02_100000_S1_REDUCE_AT_75PCT
2025-09-23,2025-09-19,10:00:00,2.0,NONE,,25299.6,9.89,538.4464959834542,25850.0,24750.0,75,0,47.99900938,447.00099062,-2,AD30_02_100000_S2_NONE
2025-09-23,2025-09-19,10:00:00,2.0,REDUCE_AT_50PCT,0.5,25299.6,9.89,538.4464959834542,25850.0,24750.0,75,0,47.99900938,447.00099062,-2,AD30_02_100000_S2_REDUCE_AT_50PCT
2025-09-23,2025-09-19,10:00:00,2.0,REDUCE_AT_75PCT,0.75,25299.6,9.89,538.4464959834542,25850.0,24750.0,75,0,47.99900938,447.00099062,-2,AD30_02_100000_S2_REDUCE_AT_75PCT
2025-09-23,2025-09-18,09:30:00,1.0,NONE,,25425.45,10.25,312.45110837883584,25750.0,25100.0,75,0,49.876803265,1772.6231967350002,-3,AD30_03_093000_S1_NONE
2025-09-23,2025-09-18,09:30:00,1.0,REDUCE_AT_50PCT,0.5,25425.45,10.25,312.45110837883584,25750.0,25100.0,75,1,50.323559935,767.1764400650003,-3,AD30_03_093000_S1_REDUCE_AT_50PCT
2025-09-23,2025-09-18,09:30:00,1.0,REDUCE_AT_75PCT,0.75,25425.45,10.25,312.45110837883584,25750.0,25100.0,75,1,50.5486052725,260.7013947275002,-3,AD30_03_093000_S1_REDUCE_AT_75PCT
2025-09-23,2025-09-18,10:00:00,1.0,NONE,,25416.5,10.25,311.7203711827544,25750.0,25100.0,75,0,49.73358169749999,1671.5164183025,-3,AD30_03_100000_S1_NONE
2025-09-23,2025-09-18,10:00:00,1.0,REDUCE_AT_50PCT,0.5,25416.5,10.25,311.7203711827544,25750.0,25100.0,75,1,50.1803383675,666.0696616325001,-3,AD30_03_100000_S1_REDUCE_AT_50PCT
2025-09-23,2025-09-18,10:00:00,1.0,REDUCE_AT_75PCT,0.75,25416.5,10.25,311.7203711827544,25750.0,25100.0,75,1,50.405383705,159.594616295,-3,AD30_03_100000_S1_REDUCE_AT_75PCT
2025-09-23,2025-09-18,10:00:00,2.0,NONE,,25416.5,10.25,623.4407423655088,26050.0,24750.0,75,0,47.96718236499999,424.532817635,-3,AD30_03_100000_S2_NONE
2025-09-23,2025-09-18,10:00:00,2.0,REDUCE_AT_50PCT,0.5,25416.5,10.25,623.4407423655088,26050.0,24750.0,75,0,47.96718236499999,424.532817635,-3,AD30_03_100000_S2_REDUCE_AT_50PCT
2025-09-23,2025-09-18,10:00:00,2.0,REDUCE_AT_75PCT,0.75,25416.5,10.25,623.4407423655088,26050.0,24750.0,75,0,47.96718236499999,424.532817635,-3,AD30_03_100000_S2_REDUCE_AT_75PCT
2025-09-30,2025-09-26,09:30:00,1.0,NONE,,24776.65,10.78,288.0924647744014,25100.0,24450.0,75,0,50.159608899999995,1967.3403911,-2,AD30_02_093000_S1_NONE
2025-09-30,2025-09-26,09:30:00,1.0,REDUCE_AT_50PCT,0.5,24776.65,10.78,288.0924647744014,25100.0,24450.0,75,1,50.67971368,796.82028632,-2,AD30_02_093000_S1_REDUCE_AT_50PCT
2025-09-30,2025-09-26,09:30:00,1.0,REDUCE_AT_75PCT,0.75,24776.65,10.78,288.0924647744014,25100.0,24450.0,75,0,50.159608899999995,1967.3403911,-2,AD30_02_093000_S1_REDUCE_AT_75PCT
2025-09-30,2025-09-26,09:30:00,2.0,NONE,,24776.65,10.78,576.1849295488028,25400.0,24200.0,75,0,48.13692644499999,544.363073555,-2,AD30_02_093000_S2_NONE
2025-09-30,2025-09-26,09:30:00,2.0,REDUCE_AT_50PCT,0.5,24776.65,10.78,576.1849295488028,25400.0,24200.0,75,0,48.13692644499999,544.363073555,-2,AD30_02_093000_S2_REDUCE_AT_50PCT
2025-09-30,2025-09-26,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24776.65,10.78,576.1849295488028,25400.0,24200.0,75,0,48.13692644499999,544.363073555,-2,AD30_02_093000_S2_REDUCE_AT_75PCT
2025-09-30,2025-09-26,10:00:00,1.0,NONE,,24803.95,10.78,287.70156285786214,25100.0,24500.0,75,0,50.49909706,2207.00090294,-2,AD30_02_100000_S1_NONE
2025-09-30,2025-09-26,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24803.95,10.78,287.70156285786214,25100.0,24500.0,75,1,51.635992765,-351.6359927650004,-2,AD30_02_100000_S1_REDUCE_AT_50PCT
2025-09-30,2025-09-26,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24803.95,10.78,287.70156285786214,25100.0,24500.0,75,0,50.49909706,2207.00090294,-2,AD30_02_100000_S1_REDUCE_AT_75PCT
2025-09-30,2025-09-26,10:00:00,2.0,NONE,,24803.95,10.78,575.4031257157243,25400.0,24200.0,75,0,48.1316219425,540.6183780575,-2,AD30_02_100000_S2_NONE
2025-09-30,2025-09-26,10:00:00,2.0,REDUCE_AT_50PCT,0.5,24803.95,10.78,575.4031257157243,25400.0,24200.0,75,0,48.1316219425,540.6183780575,-2,AD30_02_100000_S2_REDUCE_AT_50PCT
2025-09-30,2025-09-26,10:00:00,2.0,REDUCE_AT_75PCT,0.75,24803.95,10.78,575.4031257157243,25400.0,24200.0,75,0,48.1316219425,540.6183780575,-2,AD30_02_100000_S2_REDUCE_AT_75PCT
2025-09-30,2025-09-25,09:30:00,1.0,NONE,,25055.6,10.52,316.0167504773056,25400.0,24700.0,75,0,53.191591832499995,-4526.9415918325,-3,AD30_03_093000_S1_NONE
2025-09-30,2025-09-25,09:30:00,1.0,REDUCE_AT_50PCT,0.5,25055.6,10.52,316.0167504773056,25400.0,24700.0,75,1,51.24953391999999,-156.24953391999998,-3,AD30_03_093000_S1_REDUCE_AT_50PCT
2025-09-30,2025-09-25,09:30:00,1.0,REDUCE_AT_75PCT,0.75,25055.6,10.52,316.0167504773056,25400.0,24700.0,75,1,51.24953391999999,-156.24953391999998,-3,AD30_03_093000_S1_REDUCE_AT_75PCT
2025-09-30,2025-09-25,09:30:00,2.0,NONE,,25055.6,10.52,632.0335009546112,25700.0,24400.0,75,0,48.174057962499994,570.5759420375,-3,AD30_03_093000_S2_NONE
2025-09-30,2025-09-25,09:30:00,2.0,REDUCE_AT_50PCT,0.5,25055.6,10.52,632.0335009546112,25700.0,24400.0,75,1,48.33575720499999,206.66424279499995,-3,AD30_03_093000_S2_REDUCE_AT_50PCT
2025-09-30,2025-09-25,09:30:00,2.0,REDUCE_AT_75PCT,0.75,25055.6,10.52,632.0335009546112,25700.0,24400.0,75,0,48.174057962499994,570.5759420375,-3,AD30_03_093000_S2_REDUCE_AT_75PCT
2025-09-30,2025-09-25,10:00:00,1.0,NONE,,25046.45,10.52,315.2735179320303,25400.0,24700.0,75,0,52.99532524,-4665.49532524,-3,AD30_03_100000_S1_NONE
2025-09-30,2025-09-25,10:00:00,1.0,REDUCE_AT_50PCT,0.5,25046.45,10.52,315.2735179320303,25400.0,24700.0,75,1,51.053267327499995,-294.8032673275,-3,AD30_03_100000_S1_REDUCE_AT_50PCT
2025-09-30,2025-09-25,10:00:00,1.0,REDUCE_AT_75PCT,0.75,25046.45,10.52,315.2735179320303,25400.0,24700.0,75,1,51.053267327499995,-294.8032673275,-3,AD30_03_100000_S1_REDUCE_AT_75PCT
2025-09-30,2025-09-25,10:00:00,2.0,NONE,,25046.45,10.52,630.5470358640606,25700.0,24400.0,75,0,48.14753544999999,551.85246455,-3,AD30_03_100000_S2_NONE
2025-09-30,2025-09-25,10:00:00,2.0,REDUCE_AT_50PCT,0.5,25046.45,10.52,630.5470358640606,25700.0,24400.0,75,1,48.3092346925,187.94076530749993,-3,AD30_03_100000_S2_REDUCE_AT_50PCT
2025-09-30,2025-09-25,10:00:00,2.0,REDUCE_AT_75PCT,0.75,25046.45,10.52,630.5470358640606,25700.0,24400.0,75,0,48.14753544999999,551.85246455,-3,AD30_03_100000_S2_REDUCE_AT_75PCT
2025-10-07,2025-10-03,09:30:00,1.0,NONE,,24762.0,10.29,274.8347516120259,25050.0,24450.0,75,0,51.7142886025,-2597.9642886025,-2,AD30_02_093000_S1_NONE
2025-10-07,2025-10-03,09:30:00,1.0,REDUCE_AT_50PCT,0.5,24762.0,10.29,274.8347516120259,25050.0,24450.0,75,1,50.35901557,452.14098443000023,-2,AD30_02_093000_S1_REDUCE_AT_50PCT
2025-10-07,2025-10-03,09:30:00,1.0,REDUCE_AT_75PCT,0.75,24762.0,10.29,274.8347516120259,25050.0,24450.0,75,1,50.8274432725,-602.0774432725,-2,AD30_02_093000_S1_REDUCE_AT_75PCT
2025-10-07,2025-10-03,09:30:00,2.0,NONE,,24762.0,10.29,549.6695032240518,25350.0,24200.0,75,0,47.882310325,364.617689675,-2,AD30_02_093000_S2_NONE
2025-10-07,2025-10-03,09:30:00,2.0,REDUCE_AT_50PCT,0.5,24762.0,10.29,549.6695032240518,25350.0,24200.0,75,1,47.98566448,132.01433552,-2,AD30_02_093000_S2_REDUCE_AT_50PCT
2025-10-07,2025-10-03,09:30:00,2.0,REDUCE_AT_75PCT,0.75,24762.0,10.29,549.6695032240518,25350.0,24200.0,75,1,47.9239853875,270.8260146125,-2,AD30_02_093000_S2_REDUCE_AT_75PCT
2025-10-07,2025-10-03,10:00:00,1.0,NONE,,24820.25,10.29,274.80468933005335,25100.0,24500.0,75,0,49.879209024999994,1030.120790975,-2,AD30_02_100000_S1_NONE
2025-10-07,2025-10-03,10:00:00,1.0,REDUCE_AT_50PCT,0.5,24820.25,10.29,274.80468933005335,25100.0,24500.0,75,1,50.025905245,699.974094755,-2,AD30_02_100000_S1_REDUCE_AT_50PCT
2025-10-07,2025-10-03,10:00:00,1.0,REDUCE_AT_75PCT,0.75,24820.25,10.29,274.80468933005335,25100.0,24500.0,75,1,50.5610130475,-504.3110130475,-2,AD30_02_100000_S1_REDUCE_AT_75PCT
2025-10-07,2025-10-03,10:00:00,2.0,NONE,,24820.25,10.29,549.6093786601067,25400.0,24250.0,75,0,47.8627593175,345.8872406825,-2,AD30_02_100000_S2_NONE
2025-10-07,2025-10-03,10:00:00,2.0,REDUCE_AT_50PCT,0.5,24820.25,10.29,549.6093786601067,25400.0,24250.0,75,1,47.917770399999995,222.0822296,-2,AD30_02_100000_S2_REDUCE_AT_50PCT
2025-10-07,2025-10-03,10:00:00,2.0,REDUCE_AT_75PCT,0.75,24820.25,10.29,549.6093786601067,25400.0,24250.0,75,0,47.8627593175,345.8872406825,-2,AD30_02_100000_S2_REDUCE_AT_75PCT
2025-10-07,2025-10-01,09:30:00,1.0,NONE,,24659.95,11.07,357.1188037345946,25050.0,24300.0,75,0,53.1465042775,-1586.8965042775,-3,AD30_03_093000_S1_NONE
